,numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
Azure-Samples\\sql-database-java-get-sql-metrics,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.003441766677845237, z=2.925252649612825, Tau=0.6, s=33.0, var_s=119.66666666666667, slope=3.75, intercept=1313.25)","Mann_Kendall_Test(trend='increasing', h=True, p=0.003441766677845237, z=2.925252649612825, Tau=0.6, s=33.0, var_s=119.66666666666667, slope=0.011111111111111072, intercept=3.9555555555555557)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\sql-database-java-manage-recover-restore-db,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0007395391028410803, z=3.374485133709686, Tau=0.6282051282051282, s=49.0, var_s=202.33333333333334, slope=9.505555555555556, intercept=1216.9666666666667)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0031503396537937434, z=2.952674491995975, Tau=0.5512820512820513, s=43.0, var_s=202.33333333333334, slope=0.016550116550116352, intercept=3.745143745143747)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\sql-database-java-manage-import-export-db,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0007395391028410803, z=3.374485133709686, Tau=0.6282051282051282, s=49.0, var_s=202.33333333333334, slope=9.505555555555556, intercept=1213.4666666666667)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0031503396537937434, z=2.952674491995975, Tau=0.5512820512820513, s=43.0, var_s=202.33333333333334, slope=0.01666666666666694, intercept=3.7111111111111095)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\sql-database-java-manage-sql-databases-across-regions,"Mann_Kendall_Test(trend='no trend', h=False, p=0.44027355205805696, z=-0.7717313614064538, Tau=-0.07056451612903226, s=-35.0, var_s=1941.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.282485699391714e-09, z=5.872895451246066, Tau=0.7258064516129032, s=360.0, var_s=3736.6666666666665, slope=29.53485576923077, intercept=540.2097355769231)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10408693194309904, z=-1.6253550306752182, Tau=-0.20161290322580644, s=-100.0, var_s=3710.0, slope=-0.02399999999999993, intercept=4.229142857142856)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\sql-database-java-manage-firewalls-for-sql-databases,"Mann_Kendall_Test(trend='no trend', h=False, p=0.21259734480410808, z=-1.2464551506082664, Tau=-0.11612903225806452, s=-54.0, var_s=1808.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=2.69858357881958e-10, z=6.315173591666589, Tau=0.7935483870967742, s=369.0, var_s=3395.6666666666665, slope=30.5, intercept=514.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.450203920505551, z=-0.75507510335144, Tau=-0.0967741935483871, s=-45.0, var_s=3395.6666666666665, slope=-0.010788262370540647, intercept=3.9530327267669008)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\sql-database-java-manage-sql-dbs-in-elastic-pool,"Mann_Kendall_Test(trend='no trend', h=False, p=0.44027355205805696, z=-0.7717313614064538, Tau=-0.07056451612903226, s=-35.0, var_s=1941.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.282485699391714e-09, z=5.872895451246066, Tau=0.7258064516129032, s=360.0, var_s=3736.6666666666665, slope=29.653846153846153, intercept=526.8653846153846)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10408693194309904, z=-1.6253550306752182, Tau=-0.20161290322580644, s=-100.0, var_s=3710.0, slope=-0.02296283670092827, intercept=4.224055836996256)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\sql-database-java-manage-db,"Mann_Kendall_Test(trend='no trend', h=False, p=0.44704820094315956, z=-0.7603453162872775, Tau=-0.06386554621848739, s=-38.0, var_s=2368.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=8.539571272336843e-10, z=6.134559085620094, Tau=0.7210084033613445, s=429.0, var_s=4867.666666666667, slope=26.92, intercept=490.35999999999996)","Mann_Kendall_Test(trend='no trend', h=False, p=0.14584111405648081, z=-1.454379522480484, Tau=-0.17142857142857143, s=-102.0, var_s=4822.666666666667, slope=-0.016023213266055294, intercept=4.05261440574272)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\service-bus-java-manage-queue-with-advanced-features,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.095717098806517e-10, z=6.250335582775619, Tau=0.9021739130434783, s=249.0, var_s=1574.3333333333333, slope=34.32142857142857, intercept=656.8035714285714)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006490378662366902, z=2.7219203344345435, Tau=0.39492753623188404, s=109.0, var_s=1574.3333333333333, slope=0.013123072759672363, intercept=3.581775376364929)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\service-bus-java-manage-publish-subscribe-with-advanced-features,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.095717098806517e-10, z=6.250335582775619, Tau=0.9021739130434783, s=249.0, var_s=1574.3333333333333, slope=34.32142857142857, intercept=668.3035714285714)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006490378662366902, z=2.7219203344345435, Tau=0.39492753623188404, s=109.0, var_s=1574.3333333333333, slope=0.012262173978591844, intercept=3.620489974370572)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\service-bus-java-manage-with-claims-based-authorization,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.095717098806517e-10, z=6.250335582775619, Tau=0.9021739130434783, s=249.0, var_s=1574.3333333333333, slope=34.32142857142857, intercept=650.3035714285714)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006490378662366902, z=2.7219203344345435, Tau=0.39492753623188404, s=109.0, var_s=1574.3333333333333, slope=0.013123072759672363, intercept=3.581775376364929)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\service-bus-java-manage-publish-subscribe-with-basic-features,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.095717098806517e-10, z=6.250335582775619, Tau=0.9021739130434783, s=249.0, var_s=1574.3333333333333, slope=34.32142857142857, intercept=659.3035714285714)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006490378662366902, z=2.7219203344345435, Tau=0.39492753623188404, s=109.0, var_s=1574.3333333333333, slope=0.012262173978591844, intercept=3.620489974370572)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\service-bus-java-manage-queue-with-basic-features,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.095717098806517e-10, z=6.250335582775619, Tau=0.9021739130434783, s=249.0, var_s=1574.3333333333333, slope=34.32142857142857, intercept=657.8035714285714)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006490378662366902, z=2.7219203344345435, Tau=0.39492753623188404, s=109.0, var_s=1574.3333333333333, slope=0.012262173978591844, intercept=3.620489974370572)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\eventhub-java-manage-event-hub-geo-disaster-recovery,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0007395391028410803, z=3.374485133709686, Tau=0.6282051282051282, s=49.0, var_s=202.33333333333334, slope=9.505555555555556, intercept=1210.9666666666667)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0031503396537937434, z=2.952674491995975, Tau=0.5512820512820513, s=43.0, var_s=202.33333333333334, slope=0.016394716394716485, intercept=3.7682983682983675)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\eventhub-java-manage-event-hub,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0008869672804068252, z=3.324124064593972, Tau=0.6666666666666666, s=44.0, var_s=167.33333333333334, slope=10.878472222222221, intercept=1208.1684027777778)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004232500309261367, z=2.860292799766906, Tau=0.5757575757575758, s=38.0, var_s=167.33333333333334, slope=0.024098679098679143, intercept=3.71190170940171)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\storage-java-manage-storage-account-network-rules,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=6.211683036827509e-05, z=4.004621607549605, Tau=0.7582417582417582, s=69.0, var_s=288.3333333333333, slope=17.3, intercept=1152.05)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006748456311589379, z=2.7090087345188505, Tau=0.5164835164835165, s=47.0, var_s=288.3333333333333, slope=0.009799789251843993, intercept=3.7055321390937825)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-list-compute-skus,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=5.001956843586619e-05, z=4.055535528269064, Tau=0.7238095238095238, s=76.0, var_s=342.0, slope=14.416666666666666, intercept=1147.5833333333333)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004158101119850599, z=2.8659117733101382, Tau=0.5142857142857142, s=54.0, var_s=342.0, slope=0.007659056572099976, intercept=3.761603995299648)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-manage-user-assigned-msi-enabled-virtual-machine,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00035824469879974785, z=3.56907439135405, Tau=0.6571428571428571, s=69.0, var_s=363.0, slope=14.25, intercept=1169.25)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004158101119850599, z=2.8659117733101382, Tau=0.5142857142857142, s=54.0, var_s=342.0, slope=0.008603323820715174, intercept=3.700646298472385)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\resources-java-manage-resource-group,"Mann_Kendall_Test(trend='no trend', h=False, p=0.8525425653308645, z=0.18587528348817745, Tau=0.014492753623188406, s=15.0, var_s=5673.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0, z=8.5011587343519, Tau=0.8608695652173913, s=891.0, var_s=10960.333333333334, slope=30.569444444444443, intercept=-110.8125)","Mann_Kendall_Test(trend='increasing', h=True, p=0.026412847359981617, z=2.220087222961213, Tau=0.2251207729468599, s=233.0, var_s=10920.333333333334, slope=0.013553383735939513, intercept=3.4475998863495247)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-manage-vm-from-vm-with-msi-credentials,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=5.608260845724189e-06, z=4.5406441904678605, Tau=0.8083333333333333, s=97.0, var_s=447.0, slope=21.653409090909093, intercept=1029.8494318181818)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00608240013808703, z=2.7433058650743325, Tau=0.49166666666666664, s=59.0, var_s=447.0, slope=0.011805555555555625, intercept=3.6850694444444443)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-manage-vmss-in-availability-zones,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.5368762416034798e-06, z=4.806380044736194, Tau=0.8308823529411765, s=113.0, var_s=543.0, slope=22.076923076923077, intercept=1034.8846153846155)","Mann_Kendall_Test(trend='increasing', h=True, p=0.007798426716439932, z=2.660674667621822, Tau=0.4632352941176471, s=63.0, var_s=543.0, slope=0.011157492501742444, intercept=3.636767457246334)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-manage-vms-in-availability-zones,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.5368762416034798e-06, z=4.806380044736194, Tau=0.8308823529411765, s=113.0, var_s=543.0, slope=22.076923076923077, intercept=1000.8846153846154)","Mann_Kendall_Test(trend='increasing', h=True, p=0.007798426716439932, z=2.660674667621822, Tau=0.4632352941176471, s=63.0, var_s=543.0, slope=0.011783348745188188, intercept=3.6043633470247958)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\aad-java-manage-resources-from-vm-with-msi,"Mann_Kendall_Test(trend='increasing', h=True, p=0.00015515375990893254, z=3.7826720791800157, Tau=0.42, s=126.0, var_s=1092.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.1557166335052216e-09, z=6.086269746391242, Tau=0.85, s=255.0, var_s=1741.6666666666667, slope=35.64583333333333, intercept=590.75)","Mann_Kendall_Test(trend='increasing', h=True, p=4.211850174629106e-06, z=4.600644847665821, Tau=0.6433333333333333, s=193.0, var_s=1741.6666666666667, slope=0.039558655630084164, intercept=3.12529613243899)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-manage-resources-from-vm-with-msi-in-aad-group,"Mann_Kendall_Test(trend='increasing', h=True, p=9.667017348258256e-05, z=3.8988010144978356, Tau=0.3793103448275862, s=154.0, var_s=1540.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.7938761587288354e-11, z=6.721885214082121, Tau=0.8669950738916257, s=352.0, var_s=2726.6666666666665, slope=28.67142857142857, intercept=632.1)","Mann_Kendall_Test(trend='increasing', h=True, p=5.111427505699595e-07, z=5.022082284423942, Tau=0.6477832512315271, s=263.0, var_s=2721.6666666666665, slope=0.026452119309262105, intercept=3.24731738849386)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\resources-java-deploy-virtual-machine-with-managed-disks-using-arm-template,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0014607596727771455, z=-3.1823682327932974, Tau=-0.35714285714285715, s=-135.0, var_s=1773.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=6.045119960162992e-11, z=6.542617570647133, Tau=0.8677248677248677, s=328.0, var_s=2498.0, slope=37.43560606060606, intercept=488.61931818181813)","Mann_Kendall_Test(trend='no trend', h=False, p=0.9203125502393072, z=-0.10004002401601121, Tau=-0.015873015873015872, s=-6.0, var_s=2498.0, slope=0.0, intercept=3.7304641598119863)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-manage-scale-set-user-assigned-msi-from-service-principal,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=1272.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=3.791208791208791)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-manage-virtual-machine-scale-set-with-unmanaged-disks,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.011514249586529024, z=-2.526691804648943, Tau=-0.27384615384615385, s=-89.0, var_s=1213.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=6.432165911007814e-11, z=6.533333333333333, Tau=0.9076923076923077, s=295.0, var_s=2025.0, slope=33.22727272727273, intercept=668.909090909091)","Mann_Kendall_Test(trend='no trend', h=False, p=0.1956615625755247, z=1.2940111699341645, Tau=0.18153846153846154, s=59.0, var_s=2009.0, slope=0.003550295857988187, intercept=3.7460322606792573)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-manage-virtual-machine-with-unmanaged-disks,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.012649295809933792, z=-2.493493337723355, Tau=-0.28, s=-84.0, var_s=1108.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.1406833517498853e-10, z=6.248630101971191, Tau=0.8833333333333333, s=265.0, var_s=1785.0, slope=34.035714285714285, intercept=634.0714285714286)","Mann_Kendall_Test(trend='no trend', h=False, p=0.21840112567653902, z=1.2307907776609923, Tau=0.17666666666666667, s=53.0, var_s=1785.0, slope=0.005344322344322305, intercept=3.6558681318681323)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\managed-disk-java-convert-existing-virtual-machines-to-use-managed-disks,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.010553094807446817, z=-2.557159068184848, Tau=-0.2678062678062678, s=-94.0, var_s=1322.6666666666667, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=8.025868858396734e-11, z=6.500114946797327, Tau=0.8774928774928775, s=308.0, var_s=2230.6666666666665, slope=31.1, intercept=605.2)","Mann_Kendall_Test(trend='no trend', h=False, p=0.08634265259776597, z=1.7150140413374053, Tau=0.2336182336182336, s=82.0, var_s=2230.6666666666665, slope=0.006681318681318634, intercept=3.598074363992173)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\managed-disk-java-create-virtual-machine-using-specialized-disk-from-snapshot,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.012649295809933792, z=-2.493493337723355, Tau=-0.28, s=-84.0, var_s=1108.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.1406833517498853e-10, z=6.248630101971191, Tau=0.8833333333333333, s=265.0, var_s=1785.0, slope=34.035714285714285, intercept=649.0714285714286)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2762524759892049, z=1.088776457161647, Tau=0.15666666666666668, s=47.0, var_s=1785.0, slope=0.003767399267399274, intercept=3.7347912087912087)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\managed-disk-java-create-virtual-machine-using-specialized-disk-from-VHD,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.012649295809933792, z=-2.493493337723355, Tau=-0.28, s=-84.0, var_s=1108.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.1406833517498853e-10, z=6.248630101971191, Tau=0.8833333333333333, s=265.0, var_s=1785.0, slope=34.035714285714285, intercept=639.5714285714286)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2762524759892049, z=1.088776457161647, Tau=0.15666666666666668, s=47.0, var_s=1785.0, slope=0.002909845256784036, intercept=3.781408387530837)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\managed-disk-java-create-virtual-machine-using-custom-image-from-VHD,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10852641278506603, z=1.6048518469159234, Tau=0.07407407407407407, s=26.0, var_s=242.66666666666666, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.1247194287022921e-09, z=6.0906232529994275, Tau=0.8176638176638177, s=287.0, var_s=2205.0, slope=19.73015873015872, intercept=565.1746031746031)","Mann_Kendall_Test(trend='no trend', h=False, p=0.6092801593041028, z=0.5111012519999519, Tau=0.07122507122507123, s=25.0, var_s=2205.0, slope=0.0, intercept=3.596330275229358)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\managed-disk-java-create-virtual-machine-using-custom-image,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10959858339911599, z=1.6, Tau=0.07692307692307693, s=25.0, var_s=225.0, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.291376117151799e-09, z=6.068466176242978, Tau=0.84, s=273.0, var_s=2009.0, slope=20.96666666666667, intercept=531.2499999999999)","Mann_Kendall_Test(trend='no trend', h=False, p=0.6554450196685184, z=0.4462107482531602, Tau=0.06461538461538462, s=21.0, var_s=2009.0, slope=0.0, intercept=3.545417884867426)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-create-virtual-machines-from-generalized-image-or-specialized-vhd,"Mann_Kendall_Test(trend='increasing', h=True, p=0.00011842052078381293, z=3.849373086914444, Tau=0.3245967741935484, s=161.0, var_s=1727.6666666666667, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='increasing', h=True, p=5.56474866186818e-10, z=6.202289778804906, Tau=0.7661290322580645, s=380.0, var_s=3734.0, slope=15.94444444444442, intercept=503.19444444444497)","Mann_Kendall_Test(trend='no trend', h=False, p=0.05148430623803124, z=-1.9474208012606433, Tau=-0.24193548387096775, s=-120.0, var_s=3734.0, slope=-0.028967742763986733, intercept=4.09445455829634)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-manage-virtual-machines-with-network-in-parallel,"Mann_Kendall_Test(trend='no trend', h=False, p=0.3923265441679975, z=-0.8554057812953504, Tau=-0.07575757575757576, s=-40.0, var_s=2078.6666666666665, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.8571144622114844e-11, z=6.716837110774075, Tau=0.8162878787878788, s=431.0, var_s=4098.333333333333, slope=31.520833333333336, intercept=489.66666666666663)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2351637628807901, z=-1.187161907950767, Tau=-0.14583333333333334, s=-77.0, var_s=4098.333333333333, slope=-0.015662328339081738, intercept=4.096751099579154)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-manage-virtual-machines-in-parallel,"Mann_Kendall_Test(trend='no trend', h=False, p=0.3923265441679975, z=-0.8554057812953504, Tau=-0.07575757575757576, s=-40.0, var_s=2078.6666666666665, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.8571144622114844e-11, z=6.716837110774075, Tau=0.8162878787878788, s=431.0, var_s=4098.333333333333, slope=31.583333333333336, intercept=439.16666666666663)","Mann_Kendall_Test(trend='no trend', h=False, p=0.27420127379568493, z=-1.0934385994283378, Tau=-0.13446969696969696, s=-71.0, var_s=4098.333333333333, slope=-0.008241758241758268, intercept=3.934065934065934)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
